text,intent
@AmazonHelp because u people nothing says thats ways i not think about that tracking number or slip. after 10 days i call amazon that time only u saying,Order Tracking / Status
"@AmazonHelp It did miss the order date, and the tracking info stopped updating on Friday. The order # is 111-1468256-9554656, but it says you can't do anything to help until after Wednesday, and I wanted the smallrig stuff for the class I teach on Thursday.",Order Tracking / Status
I'm going to need @115821 to break up with @118706. I have yet to get a package on time from them and tracking is always wrong. @AmazonHelp,Order Tracking / Status
"@AmazonHelp It now says today or tomorrow. But there isn't much tracking info, and still no updates this morning.",Order Tracking / Status
@AmazonHelp Order status is delivered but I did not received product,Order Tracking / Status
@AmazonHelp Mi è appena arrivata un’altra mail dove mi dite che visto che non arriva oggi il pacco mi rimborsate la spedizione. Okay ma io voglio comunque sapere dove si trova il pacco e quando arriva perché non è collocato da nessuna parte nel tracking.,Order Tracking / Status
"@AmazonHelp can you please advise how can I collect my order 
Courier: Amazon Transportation Services
Tracking #: 511374731754",Order Tracking / Status
@AmazonHelp If I don't provide u the tracking no how will u track it...,Order Tracking / Status
"@AmazonHelp I just gave you the tracking number. Go to your data base, not Twitter, and hunt the damn thing down. I pay Prime. I expect Prime service",Order Tracking / Status
@AmazonHelp where is my package?!? Your AMZL carrying service is complete trash. Package was expected on the 7th....,Order Tracking / Status
@AmazonHelp I've given u d tracking number.  Y'all need to sort it out https://t.co/pNgY8LQJgs,Order Tracking / Status
@AmazonHelp Today: nothing. Go online for tracking update. Nothing. No attempt was even made. One job! Delivering parcels and you can’t even do that. It was amazon delivering according to customer services yesterday,Order Tracking / Status
"@AmazonHelp Hi, i got a txt saying i have a parcel being delivered with tracking info from DPD, however i didnt order anything, any help?",Order Tracking / Status
"@AmazonHelp And all I want is tracking, but you guys still haven’t sent it!",Order Tracking / Status
@AmazonHelp Tracking number TBA494204010000,Order Tracking / Status
@AmazonHelp Yes my package was supposed to arrive yesterday. I receive no tracking update I wouldn’t have know unless I checked.,Order Tracking / Status
"@AmazonHelp Tracking ID TBA522164858000
Please, I've got like 30 kids coming for the program &amp; these are my craft supplies.",Order Tracking / Status
"@115850 @AmazonHelp  @120543 @20666 @1198 @118342 sir, my parcel's tracking id- AW919025074IN was supposed to be delivered at PIN-249135 PO Bhatwari, District Uttarkashi by 24th Nov. However instead of PO Bhatwari it is being tossed from Haridwar2",Order Tracking / Status
@AmazonHelp It was shipped by Amazon logistics and this is what my tracking page looks like https://t.co/RFQ8Xy8apW,Order Tracking / Status
"@AmazonHelp I purchased Amazon pipa offer pack 1.25 litre after sending message received tracking ID not received Amazon gift card 
Tracking ID- 8ABOLOENA4730 PLEASE HELP",Order Tracking / Status
@AmazonHelp current tracking says it’s expected tonight at 8 but it’s not out for delivery yet,Order Tracking / Status
@AmazonHelp Sorry for taking so long to respond. Here my tracking details https://t.co/OmcGheGsQC,Order Tracking / Status
@AmazonHelp The tracking ID says that today at 9:18am the 'Customer requested forward to new address' but I did not call or tell them to change the address. It was supposed to be delivered yesterday and I don't know what is going on with it,Order Tracking / Status
"@AmazonHelp I need help tracking a lost package. @118706 has terrible customer support and cannot figure out where they sent my package. Ordered with Prime 2-day. Please help, thanks.",Order Tracking / Status
@AmazonHelp I’ve tried that it just takes me to my tracking page where it says arriving today (it has said the same thing since Friday 😢),Order Tracking / Status
"@AmazonHelp  I post to get my package by 8 tonight.. Do you know what time i post to get it? Cause, We got criminals love breaking into stuff and stealing stuff off peoples door step.. Tracking number is LS114542208CN",Order Tracking / Status
"@AmazonHelp Hi Amazon, I sent in a package 3 weeks ago but there is no tracking information to be found! Can you help? Thanks!",Order Tracking / Status
@AmazonHelp You really need to review your logistics. 5 days to start shipping an in stock item. According to tracking it finally shipped today at 3 am. From a location 1 hour away!?! Where did it go?!? You need to make this right! Had to go buy replacement gift for bday party today!,Order Tracking / Status
@AmazonHelp Details to what? Im not posting my tracking number.... you should have the details on your screen! If you need info DM me,Order Tracking / Status
@AmazonHelp Hi. Tracking is TBA570057571000 and said out for delivery Sunday 10:57am and now shows out for delivery today Monday at 9:27am,Order Tracking / Status
@AmazonHelp The tracking page says to come back if I haven’t received it by Tuesday to see my options.,Order Tracking / Status
"@AmazonHelp The tracking says 
""Parcel has been handed over to the carrier and is in transit"" and that its arriving today. I used prime for next day!",Order Tracking / Status
@AmazonHelp That's all I have for tracking details too https://t.co/1tMDs2YgDp,Order Tracking / Status
@AmazonHelp Talking with customer service did not help neither they provided any tracking details. Poor customer service instigated to take help of social media platform. Order number: 111-0063252-4029868,Order Tracking / Status
@AmazonHelp Doesn't say who the carrier is...or at least I'm struggling to find it but I do have the tracking id which is Q22645230353,Order Tracking / Status
"@AmazonHelp Thanks. So, in summary, your tracking system is not to be relied upon for accuracy?",Order Tracking / Status
@AmazonHelp How can there be no tracking on a priority delivery? It's ridiculous AND the chat agent lied to me about getting an option for a copy of the chat when I clicked End Chat... Your support is having a stellar day I must say,Order Tracking / Status
Why hasn’t my pre ordered game shipped yet? It releases tomorrow and still has no tracking. @AmazonHelp,Order Tracking / Status
@AmazonHelp Items not delivered today despite #Amazon again staying on tracking as out for delivery! Will I ever receive these items?,Order Tracking / Status
"@AmazonHelp Just received a tracking that said it would be delivered Saturday. I selected one day, which normally happens.",Order Tracking / Status
@115821 and @AmazonHelp - Where is my package??? Your Amazon Logistics driver is lying. S/he is violating mail delivery statutes. #Amazon,Order Tracking / Status
"@AmazonHelp The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS",Order Tracking / Status
@AmazonHelp Yes. It was despatched on Thursday but never arrived and the tracking then said it wasn't going to be delivered until 16 October,Order Tracking / Status
"@AmazonHelp Hi, all it states is ""Delivery attempted"" and says Hermes and the tracking number. i can DM you the order or tracking number if required.",Order Tracking / Status
@AmazonHelp you should do tracking too... that’s more helpful!,Order Tracking / Status
@AmazonHelp Yeah. Original d-date was yesterday. Amazon is the carrier. Tracking #TBA509487069000.,Order Tracking / Status
@AmazonHelp I've just spent an hour in your help sections and not got anywhere...I want someone to look into where my package is please. Perhaps by taking a tracking number?,Order Tracking / Status
@AmazonHelp I ordered some items on Friday expected Saturday but I’m still waiting. DPD still say they have no info but my order status says it will be with me today.,Order Tracking / Status
@AmazonHelp AMZL US according to the tracking.,Order Tracking / Status
@AmazonHelp The first order was to be delivered yesterday by one of those personal drivers and now it won’t be here it looks like until maybe Thursday. And it’s only a half hour from here according to tracking. The other two might get here Thursday. When it said to be delivered today.,Order Tracking / Status
"@AmazonHelp My order status says: The carrier was not able to access the front door to deliver your package. This sometimes occurs when carriers do not have an access code for a gated community or secure building."" This is a lie. I live in a regular house &amp; have been home all day.",Order Tracking / Status
"@AmazonHelp 
Order not received
Order# 402-8236444-9314749
Status:Delivered yesterday
Courier: Delhivery, Tracking #: 5180792515113",Order Tracking / Status
How about a ‘where IS my package?’ button @AmazonHelp? £40 lost. 😡 https://t.co/SS9iH4oZFI,Order Tracking / Status
@AmazonHelp I'm getting on tracking. What time do you deliver to? I thought it was 9?! https://t.co/28WzV4yNvf,Order Tracking / Status
@AmazonHelp which courier does tracking numbers that start with a Q belong to ?,Order Tracking / Status
"@115850 @AmazonHelp - Courier
Amazon Transportation Services

Tracking #
209119553074 https://t.co/BfXf1IxNZA",Order Tracking / Status
@AmazonHelp Ive looked outside and everywhere else it could be🤔 but still nothing 😐🤔 tracking says it was handed to resident but thats not happened 🤔,Order Tracking / Status
"@AmazonHelp I want product , check at ur end might be Amazon have tracking policy and processes in place",Order Tracking / Status
@AmazonHelp There is no indication under my orders to suggest it is coming in two separate orders. There is a single tracking ID. This is a product I have ordered before and it has always come together.,Order Tracking / Status
"@AmazonHelp So on the amazon website when I track my package it says that it just got to a warehouse near me and it is close, but on the usps site when I input my tracking number it says that they are still waiting to receive my items?",Order Tracking / Status
@AmazonHelp How do I do that? All I have is a tracking number?,Order Tracking / Status
@AmazonHelp Why doesn't pass my parcel accept my tracking number. I haven't paid extra for delivery for it not to come on time,Order Tracking / Status
@AmazonHelp The tracking says arriving today however the date at the bottom changed to today this morning otherwise tracking hasn't changed,Order Tracking / Status
"@AmazonHelp Tracking #

5180734503910",Order Tracking / Status
@AmazonHelp Tracking number is 1ZY2F1941353011076 (UPS),Order Tracking / Status
@AmazonHelp Your helpcentre can't track my order,Order Tracking / Status
"@AmazonHelp this link not found my order status 
Please help me for this order.",Order Tracking / Status
"@AmazonHelp It did not arrive and Amazon tracking says ""expected Oct 4"".",Order Tracking / Status
"@AmazonHelp hi, I was expecting 3 orders yesterday but only got 2. Any ideas? Tracking ID is Q10341441984 😊",Order Tracking / Status
@AmazonHelp Dear are you irresponsive.I asked about my order status of order number ORDER # 404-5940794-4552302. You have shipped it through,Order Tracking / Status
@AmazonHelp It’s now 8:03. I’ve yet to see the packages that were promised by 8. The gps tracking says there is one delivery before mine. I️ LIVE LESS THAN 10 MILES FROM THE WAREHOUSE. Can I️ just pick them up there next time,Order Tracking / Status
"@AmazonHelp Can you please get my order delivered today? I'm leaving for Delhi tomorrow morning 6:30
Tracking #: 237296135936",Order Tracking / Status
"@AmazonHelp Yes, but the USPS does not deliver on Sundays. Amazon website says today by 8pm, tracking for the package says tomorrow by 8pm.",Order Tracking / Status
@AmazonHelp I'm only given a tracking code. No details about courier. It twlls me where the courier picked up my item but no other details,Order Tracking / Status
@AmazonHelp I haven't shared any order details. It is just tracking details,Order Tracking / Status
@AmazonHelp It said it would be delivered today. I have been watching the countdown on the tracking page all day getting closer &amp; closer. And then said it would be delivered in up to two days 😫 but all day been getting closer and closer??,Order Tracking / Status
"@AmazonHelp Tracking number is TBA556607324000. Original delivery estimate was 11/23, revised to 11/20, not delivered. The same thing happened w/ a previous order.",Order Tracking / Status
@AmazonHelp D number shared is tracking id. Pls note if i wanted slow i would have written through amazon. But theres no way to reach u guys,Order Tracking / Status
"@AmazonHelp No I didn’t, but this is a dif issue, wrong item sent, promised exped. ship, not showing in tracking, asked for help, like talking to robot",Order Tracking / Status
"@AmazonHelp No, the order status got updated to “preparing for shipment” with estimate of Nov 1-3. No explanation.",Order Tracking / Status
@115850 @AmazonHelp delivery person denied coming 2 home. Asked aged parents to collect from somewhere. Pls help. Tracking ID 216255586903 https://t.co/tULhLMujD0,Order Tracking / Status
@AmazonHelp Any update? Product not yet delivered. @215765 is worst courier service provider.  tracking# 5180763319012,Order Tracking / Status
@AmazonHelp Please read carefully  before replying i have not provided my acount detail I have provided my tracking id .,Order Tracking / Status
"@AmazonHelp Oh wow what a surprise! HAHA :D
It's okay! The Tracking ID is 7BK10__credit_card__
I was told by Aussie Post that I'd receive it today, but then it seems to have postponed again.",Order Tracking / Status
@AmazonHelp It’s 5pm night time. My package still not here. Don’t think anyone delivers packages at night. Here is tracking info TBA558439396000,Order Tracking / Status
"@AmazonHelp Chronopost, in France ! (tracking n° 8G46782413256 )",Order Tracking / Status
"@AmazonHelp @115830 ordered Xmas presents yesterday and tracking showed they would arrive today (prime). Now my tracking says arriving between today or Tuesday?? Yet going into tracking for individual items it then says arriving today by 8pm. What's going on, which is it??",Order Tracking / Status
"@AmazonHelp This is my order details .On 04/11/2017 my order status was showing https://t.co/9b3AL0sb7B it shows estimated delivery status.Doesnt matter as I have text msg sent by Amazon in which my ordered reflected delivered.if you really gona help,these details r sufficient. https://t.co/civzrvDO4p",Order Tracking / Status
@AmazonHelp WHERE IS MY PACKAGE!!! https://t.co/UvJ8xPMLpX,Order Tracking / Status
@AmazonHelp Delivery by Amazon Shipping. No tracking update from last night’s (non)attempted delivery. Just sms saying failed delivery at 08:23.,Order Tracking / Status
@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,Order Tracking / Status
"@AmazonHelp Hi, just curious as to why tracking details for my item haven't been updated. Can you help? https://t.co/Ko30E2efuK",Order Tracking / Status
@AmazonHelp Can you dm me so I give you the tracking number?,Order Tracking / Status
@AmazonHelp On the German amazon.de i received trackinginfo from a product i ordered but i already got it 2 days ago. It says it will be arriving on november 21. What is wrong here?,Order Tracking / Status
"@AmazonHelp sto aspettando un pacco spedito con corriere sailpost: il tracking mi dà in transito da 3 giorni e la consegna era prevista per ieri, si può sapere quando arriverà? Comunque con sailpost la roba arriva sempre in ritardo",Order Tracking / Status
@116316 @124285 Hey @116316 @AmazonHelp - wie wärs als Notlösung wie bei den Kollegen? #AssassinsCreedOrigins soll laut Tracking jetzt vielleicht erst am Montag kommen. Da brauch ich es nicht Monate früher vorbestellen... ☹️ https://t.co/A38Rz1BLza,Order Tracking / Status
@AmazonHelp Your tracking says delivery today but the tracker hasn't been updated from last night. Can you help me please. AR100009146,Order Tracking / Status
@AmazonHelp Alright so when I track my package it says out for delivery in Montreal QB? I live in Alberta... Whats going on here https://t.co/rzKOq31vZb,Order Tracking / Status
@115821 @AmazonHelp  is there a way i can receive a tracking number for the product i recently bought?,Order Tracking / Status
@AmazonHelp Tracking said it's delivered and at my front door. But i checked multiple times and nada. It's ups. I already checked in with help and they said to give it until tomorrow.,Order Tracking / Status
@AmazonHelp This is all I get. No tracking numbers. The business was not closed. https://t.co/plLYSKQWrV,Order Tracking / Status
"@AmazonHelp The link still does not display tracking details. 
My order was placed on Nov 2. Is there any way you can track it ?
Your website is clearly not letting me.",Order Tracking / Status
@AmazonHelp goods were being delivered on the 25th but changed to the 24th by yous tracking on 24th an not delivered no tracking info 25th,Order Tracking / Status
@AmazonHelp check this for me. Tracking #237286037912. It is supposed to be delivered today but no update.,Order Tracking / Status
@AmazonHelp I believe the ball is in your court. Please tell me about the status of my order?,Order Tracking / Status
"@AmazonHelp hey, I was wondering if you could help me track my order, I’ve been waiting all day and it still hasn’t arrived...",Order Tracking / Status
@AmazonHelp where is my package? Says it’s being delivered today but when I track the package isn’t even in Texas 🙃,Order Tracking / Status
"@AmazonHelp 3rd shipment (3 orders on 11/29), scheduled for 12/2, rescheduled now for 12/4.
4th order on 11/30, scheduled for 12/2, shows it left Nashville on 12/1 but no other tracking. Most likely will be here on 12/4.
If you need order numbers, follow me and send DM",Order Tracking / Status
@AmazonHelp Thanks. The amazon transportation services tracking no. is 237312187062. Pls share with your team to improve.,Order Tracking / Status
"@AmazonHelp Item not delivered , no tracking information, customer service can't find it and keep saying 24 hrs not even DPD know where it is",Order Tracking / Status
"@AmazonHelp Y’all can just speak to me right here, I’ve got the tracking numbers, distributors names and all that documented, let’s settle up right here",Order Tracking / Status
"@AmazonHelp 5:27 pm ""package arrived at carrier facility obetz, Oh US""

UPS tracking number 1Z89AF000321128827",Order Tracking / Status
@AmazonHelp hi I have been tracking my parcel and it says delivered at 11:30pm last night but I definitely did not get a delivery. Help,Order Tracking / Status
@AmazonHelp I don’t need your tracking service. They have no clue about where it is. Customer Service has no clue @AmazonHelp,Order Tracking / Status
"@AmazonHelp Not from what I understand. It once showed me the tracking progress, then that completely disappeared a few days after viewing...",Order Tracking / Status
"@AmazonHelp The product was set to be available on the 22nd of November. As it was a pre-order there is no tracking information given, just an apology for having nothing in stock",Order Tracking / Status
@AmazonHelp It says shipped with DHL tracking ID is 937486__credit_card__,Order Tracking / Status
"@AmazonHelp It says: 8:27 PMPackage arrived at a carrier facility 
Philadelphia, US
Carrier: AMZL US, Tracking #: TBA472313120000",Order Tracking / Status
@AmazonHelp why have I been unable to track my order since 9th November,Order Tracking / Status
"@AmazonHelp very disappointed that my order has been delivered to the wrong address, when I called the help line I was told it could still arrive despite my order tracking stating handed to resident and now to wait until the 28th as it may still come.",Order Tracking / Status
"@AmazonHelp Pickup Tracking ID: 
710395702006,
Pickup Tracking ID: 
5113552840
Pickup Tracking ID: 
710395702525
Pickup Tracking ID: 
710395702181",Order Tracking / Status
@AmazonHelp Dear are you irresponsive.I asked about my order status of order number ORDER # 404-5940794-4552302. You have shipped it through,Order Tracking / Status
"@AmazonHelp ORDER # 405-1384019-2702766, This Order no after 2nd of October,17. No Tracking details online, Kindly rectify me",Order Tracking / Status
"@AmazonHelp I have awb number so i can track myself, Thanks anyway",Order Tracking / Status
@AmazonHelp No update still.nearly 48 hours of nothing on tracking.If Amazon admitted it's list and overnighted a new one if have something today.But no,Order Tracking / Status
@AmazonHelp Sia venerdì 20 che oggi il tracking UPS riporta “Questo pacco viene trattenuto per la consegna futura. / La consegna verrà riprogrammata.”,Order Tracking / Status
@AmazonHelp Not receiving the item today according to ups tracking Really unacceptable for prime shipping that I will receive it 7 days after it shipd.,Order Tracking / Status
@AmazonHelp my package was supposed to be delivered by 8pm yesterday and it says it's still on its way today with no sign of delivery attempt. I tried tracking it on the courrier website and it doesn't even work. As a prime member I expect better than this ...,Order Tracking / Status
"@AmazonHelp @115817 Tracking shows UPS scanning the package today. Here's what they responded with via DM. (If the package went to USPS on 11/14, how are they scanning it today?) https://t.co/a6HXZGRZQw",Order Tracking / Status
"@AmazonHelp No updated delivery date, when I click ‘tracking details’ it just says it was expected on the 16th",Order Tracking / Status
"@AmazonHelp My shipment was arrived in lucknow on 9th october but your courier partner delhivey , not delivering my shipment.
Tracking id- 5180748630831",Order Tracking / Status
@AmazonHelp Nah the tracking just said its coming tomorrow instead 🤷🏻‍♀️,Order Tracking / Status
"@AmazonHelp Already done. Also, I placed an order yesterday on one day delivery and it still hasn’t arrived, this is the only info on the tracking info? https://t.co/YvaUZC0Npw",Order Tracking / Status
"@AmazonHelp Please send your driver back. It has come up on my tracking that item is undeliverable, which is complete nonsense because im at home",Order Tracking / Status
"@145529  Tracking ID 954938683 stucked in my nearest warehouse since last 4 dasy. worst courier partner @AmazonHelp  using, fuck!",Order Tracking / Status
@AmazonHelp USPS hasn’t updated the shipping. A rep told me that it was here in transit but none of the tracking shows that? And the delivery date changed,Order Tracking / Status
@AmazonHelp The packages in my house indicate that they were delivered. 🙂 Tracking does not though.,Order Tracking / Status
"@AmazonHelp Tracking notice now says Dec 4, but I needed one of the items in that package today 😥😥😥",Order Tracking / Status
@AmazonHelp my order was supposed to be here with Amazon Prime by 9 p.m. on Nov 11th. Tracking had it on track and claimed it would be delivered on time. At what point do I get concerned that I still do not have my package?,Order Tracking / Status
pretty sure i'm never gonna be receiving my package from amazon (ordered with prime) that was shipped through @3375. the tracking info hasn't updated since the 28th. was supposed to arrive the 30th. definitely not impressed at all @AmazonHelp,Order Tracking / Status
"@AmazonHelp When I check the order's tracking info says, ""Shipped with AMZL US Tracking ID TBA510147692000"" . Here's the Order#... 111-0181501-5652209",Order Tracking / Status
@AmazonHelp My order with shipment no - 511359889289 hasnt been delivered yet. But the order status showing as delivered. Please help.,Order Tracking / Status
@AmazonHelp Last tracking details showing 11 October.. what a service. O already call CC but not get satisfactory answer,Order Tracking / Status
@AmazonHelp I can’t track my package - says it dispatched Nov 6 and now it’s basically like “we don’t know when it will arrive but maybe Dec 13 now?!”🙄,Order Tracking / Status
@AmazonHelp That it would be delivered today but since then the tracking has changed to estimated delivery tomorrow!,Order Tracking / Status
@115850 @AmazonHelp details already provided and my tracking id is 618572374620,Order Tracking / Status
@AmazonHelp Yep. See the screenshot (wasn't sure if I could share my tracking number on here) https://t.co/K0kjyk6Q9k,Order Tracking / Status
@AmazonHelp my parcel hasnt arrived checked tracking details &amp; says it delivered and handed to resident but ive not got it Can you advise,Order Tracking / Status
@AmazonHelp Nope. Just that it should still come tonight. Or I guess tomorrow. Or whenever cuz there's no damn tracking number. Which means this prime subscription is useless &gt;.&gt;,Order Tracking / Status
"@AmazonHelp It came today, but the tracking said it was delivered mid day on the promise date. https://t.co/4ihNRpkwVF",Order Tracking / Status
"@AmazonHelp All I found was this under “Shipment details”:

Carrier: AMZL US, Tracking #: TBA529272944000",Order Tracking / Status
@115821 my package tracking says it was delivered at 11 last night to a secure location; what does that mean? It doesn’t give me any more information and I am not sure how I am to go about finding where my package is. @AmazonHelp,Order Tracking / Status
@115850 @115850 @AmazonHelp Tracking Id: 511359264093,Order Tracking / Status
"@AmazonHelp Yes I called your customer care executive and he said to ignore the tracking update.By the way,my order is now delivered.THANK YOU!",Order Tracking / Status
"@AmazonHelp  u promised 2 deliver the order 2day &amp; U broke it twice, Pathetic service &amp;ur delivery team R Liars ref Tracking #
216238913320",Order Tracking / Status
@AmazonHelp check this for me. Tracking #237286037912. It is supposed to be delivered today but no update.,Order Tracking / Status
"@AmazonHelp Hi, yes I have looked at those, it says it was delievered to someone, are you able to see where it’s got to with the tracking number? Thanks for your help.",Order Tracking / Status
@AmazonHelp yo! Awaiting a delivery in UK here little concerned as it’s 19:00 and order status still states ‘on the way’,Order Tracking / Status
@115850 @AmazonHelp details already provided and my tracking id is 618572374620,Order Tracking / Status
@AmazonHelp That makes tracking down actual package--especially if you want to RECEIVE it 1 day--a nightmare. Let people pay more to opt out of this BS,Order Tracking / Status
@AmazonHelp Will you keep posting twitter replies or do some action on it ! #NoDiwaliWithAmazon waste tracking system ! Money gone no delivery!,Order Tracking / Status
"@AmazonHelp Ordered a watch on Saturday 11th November using Prime One-Day Delivery - still hasn't arrived! I got a tracking notice saying it got sent to the wrong depot at 4am Sunday morning, but nothing since! It's now Tuesday night and still no delivery! Not happy!",Order Tracking / Status
@AmazonHelp It says it was delivered yesterday at 10pm. I was at home and no one delivered anything?!!! Where is my package,Order Tracking / Status
@AmazonHelp Tracking says it was handed directly to me yesterday. It certainly was not otherwise I’d not be wasting my time here.,Order Tracking / Status
@AmazonHelp Connection between UPS i-parcel and Amazon seems to be the problem. Tracking on Amazon didn't alert me to 'info' UPS needed for 30 days,Order Tracking / Status
"@AmazonHelp No I didn’t. The tracking portal just said 4.33pm, on Thursday, “there was a problem”",Order Tracking / Status
@AmazonHelp Can you tell me right now where is my package I will go there and pick my self i dont believe any more on amazon.,Order Tracking / Status
@AmazonHelp There's nothing i can do with your Apologies. Just need you to give me the explainations of #CustomerMisgudance #FraudOffers The money of me and other customers you kept with you for these 15 days. How u'll explain the #DTDC track number and tracking info?,Order Tracking / Status
"@AmazonHelp Everytime with every package, I am getting the same issue... Tracking conflict....👿👿👿
@115850 @AmazonHelp",Order Tracking / Status
"@AmazonHelp Nope. Nothing there. Tracking reiterates how “sorry” amazon is about that. I’ve heard that a lot the past couple weeks. No worries here, made my decision about where I’m going to be spending my Christmas money easier! Annoyingly now I have to research consumer protection agencies",Order Tracking / Status
@AmazonHelp no reason at all. I was tracking the location of the delivery and then he started to just move further away from my flat....,Order Tracking / Status
@AmazonHelp your new tracking method sucks since it does not provide accurate information. Give back the tracking numbers!!,Order Tracking / Status
@AmazonHelp Just a vauge some time in the next 3 days with no further tracking info. It really is starting to look like your systems are getting overwhelmed.,Order Tracking / Status
@AmazonHelp I’ve been tracking it a while... the delivery date has been repeatedly put back. It’s been ‘preparing for dispatch’ for about 3 months,Order Tracking / Status
"@AmazonHelp Tracking info says my order was delivered to a resident and that I signed for it, but I did not. I'm asking for a copy of the signature for the delivery. Now they offered to give me free shipping but they're already shipped for free with my Prime membership..",Order Tracking / Status
Is @115830 tracking a joke? Got similar screen Mon Tues and Wed and different info on DHL page. @AmazonHelp CS only giving useless standard replies. Definitely avoiding in the future. https://t.co/lgFvSKn7Im,Order Tracking / Status
"@AmazonHelp Carrier: Amazon Shipping, Tracking #: A10047672933",Order Tracking / Status
"@AmazonHelp the lost package shows on my order tracking as ""Shipped with AMZL US Tracking ID TBA***"" . hope this helps .",Order Tracking / Status
@AmazonHelp Date now shows 3rd - 4th and UPS tracking 1Z933E650310128004,Order Tracking / Status
@AmazonHelp No tracking??? https://t.co/UVsn7xw7Tc,Order Tracking / Status
"Dear @AmazonHelp: I really like the new map feature in ""Track my order."" Very cool. But in fact though, the order wasn't handed directly to anyone, it was left at the front door. https://t.co/1yFPZpddPa",Order Tracking / Status
"@AmazonHelp actually lads you probably can help me, my tracking stuff hasn't updated in two days and I'm getting a bit worried",Order Tracking / Status
@AmazonHelp Any idea where it is as still no updates since 04.42 this morning showing on the tracking page !!,Order Tracking / Status
@AmazonHelp UPS Tracking ID 1Z9Y97E34407652144,Order Tracking / Status
"@AmazonHelp pre ordered cod ww2 in may, supposed to be delivered on release yesterday, tracking now says 9th November, very poor service",Order Tracking / Status
"@AmazonHelp 3 DAYS, NOT A SINGLE UPDATE OF THE STATUS OF MY ORDER. WHAT THE FUCK IS THIS?",Order Tracking / Status
@AmazonHelp Hey! Can you check the status of my order (407-5226031-0399540). It seems to be stuck with some customs issue.,Order Tracking / Status
"@AmazonHelp Please, please, please tell amazon.ca to stop using Intelecom for prime deliveries.   Intelcom doesn't answer their phones and their web tracking is a joke. Just finished reporting my 2nd undelivered order in a week. I pay for prime. I expect better.",Order Tracking / Status
@AmazonHelp It says should be arriving my 1pm on the 27th and DPD tracking says between 6am and 12pm on the 27th. I called DPD this afternoon and it hadn’t even left the depot,Order Tracking / Status
"@AmazonHelp Yes, I was told they would be delivered today. And no tracking information on the site indicates it will arrive today.",Order Tracking / Status
"@AmazonHelp Package due to be delivered today. Two hours ago your tracking page said ""Driver is making 3 deliveries before yours"", now it says there are ""7 deliveries before yours"". Is it being delivered in a DeLorean per chance? #backtothefuture #timemachine",Order Tracking / Status
@AmazonHelp Anyone to roughly know when my parcel will be with me today? The tracking id hasn't been updated since yesterday,Order Tracking / Status
"@AmazonHelp Hi, had an order that was supposed to have been delivered on 15th Sept, tracking says delivery was refused with no explanation.",Order Tracking / Status
"@AmazonHelp Shipped with AMZL US
Tracking ID TBA578056681000",Order Tracking / Status
"@AmazonHelp UPS. I’ve been tracking it, and it’s been in my area for almost two days now.",Order Tracking / Status
@AmazonHelp Expected delivery date is 20th October. Tracking number 709143123267,Order Tracking / Status
"@AmazonHelp Question for you: if you saw that tracking data, would you have any confidence that the package is even arriving by Tuesday, given its history?",Order Tracking / Status
@AmazonHelp I'm furious. The whole tracking thing is a scam.  It was never on the UPS truck out for delivery and they are saying they are CLOSED until Monday.  They can't tell me if I'll get it Monday.  Two day shipping just ruined my son's birthday.,Order Tracking / Status
@AmazonHelp I got a notification that there was some sort of package missortment and it would arrive either Wednesday or Thursday. I still haven’t received anything and there’s nothing coming up on the tracking number. It was supposed to be here on Monday,Order Tracking / Status
@AmazonHelp Seriously - I have a card with my house no and no parcel. Tracking says parcel handed to resident - how do I find it?,Order Tracking / Status
"@AmazonHelp No, nothing has come through. It still says 'out for delivery' on the tracking.",Order Tracking / Status
"@AmazonHelp Over the past 3 days I've wasted 2 of those days waiting in for deliveries that were with your couriers (as per tracking information), one turned up 24hrs after it was supposed to, the other which was due to arrive yesterday might now not arrive until the 24th ! #AWFULSERIVCE",Order Tracking / Status
"@AmazonHelp Carrier: Amazon Shipping, Tracking #: Q40723302104",Order Tracking / Status
@AmazonHelp the tracking on Sat after the  had changed to expected on the 14th when on the 10 it said delivery today,Order Tracking / Status
"@AmazonHelp It says “Arriving today”, just like it said “Arriving today” yesterday. The tracking page says “Now expected 8 November - 10 November”.",Order Tracking / Status
@AmazonHelp Reported issue (tracking id-211179140880) 2 cs. But no one could help me.why I should receive courier 2morrow?,Order Tracking / Status
"@115821 @AmazonHelp how does the delivery gaurantee work again? Cus is tracking is to be believed, I will not be receiving my order today.",Order Tracking / Status
@AmazonHelp @115850 Tracking #: 215172933791. It has reached Udaipur. Pls try to deliver it today. Festival season. Hope u understand. pls,Order Tracking / Status
"@AmazonHelp Not at all. They said it was out on delivery, then pushed back delivery. I checked tracking, apparently it was still in facility.",Order Tracking / Status
@AmazonHelp sir. again again u asking tracking acknowledgment only. if u inform ok but 4days before only ur people says sir. what will do.,Order Tracking / Status
@AmazonHelp Interesting bug.  Six packages (over 2 orders) and only the most recent has a tracking number listed.  Weird.,Order Tracking / Status
@AmazonHelp I think u dont get my concern. Are u trying to make mockery? DM the order status on twitter itself.,Order Tracking / Status
